wsg,idlevel,site,sp,genus,latin,genwood,famwood
0.523125,species,pantree,swiema,Swietenia,Swietenia macrophylla,0.538868,0.555811
0.6004,species,pantree,sympgl,Symphonia,Symphonia globulifera,0.618323,0.655327
0.536183,genus,pantree,sym1pa,Symplocos,Symplocos panamensis,0.536183,0.536183
0.568511,family,pantree,synewa,Synechanthus,Synechanthus warscewiczianus,NA,0.568511
0.682282,species,pantree,syzyja,Syzygium,Syzygium jambos,0.649229,0.767024
0.649229,genus,pantree,syzyma,Syzygium,Syzygium malaccense,0.649229,0.767024
0.835,species,pantree,tab1gu,Tabebuia,Tabebuia guayacan,0.752586,0.618486
0.846975,species,pantree,tab1oc,Tabebuia,Tabebuia ochracea,0.752586,0.618486
0.5305,species,pantree,tab1ro,Tabebuia,Tabebuia rosea,0.752586,0.618486
0.752586,genus,pantree,tab1st,Tabebuia,Tabebuia striata,0.752586,0.618486
0.524667,genus,pantree,tab2ar,Tabernaemontana,Tabernaemontana arborea,0.524667,0.566004
0.524667,genus,pantree,tab2pe,Tabernaemontana,Tabernaemontana longipes,0.524667,0.566004
0.524667,genus,pantree,tab2pa,Tabernaemontana,Tabernaemontana panamensis,0.524667,0.566004
0.585,species,pantree,tab2un,Tabernaemontana,Tabernaemontana undulata,0.524667,0.566004
0.521,species,pantree,tachve,Tachigali,Tachigali versicolor,0.557333,0.678168
0.482686,family,pantree,talagl,Talauma,Talauma gloriensis,NA,0.482686
0.482686,family,pantree,talasa,Talauma,Talauma sambuensis,NA,0.482686
0.475382,family,pantree,hibipe,Talipariti,Talipariti tiliaceum,NA,0.475382
0.849889,genus,pantree,taline,Talisia,Talisia nervosa,0.849889,0.693076
0.9784,species,pantree,tamain,Tamarindus,Tamarindus indica,0.9784,0.678168
0.457,species,pantree,tapigu,Tapirira,Tapirira guianensis,0.438778,0.557831
0.66025,genus,pantree,tapucu,Tapura,Tapura cubensis,0.66025,0.6804
0.618486,family,pantree,tecost,Tecoma,Tecoma stans,NA,0.618486
0.601444,species,pantree,tectgr,Tectona,Tectona grandis,0.612757,0.538969
0.6735,species,pantree,termam,Terminalia,Terminalia amazonia,0.554754,0.600332
0.478,species,pantree,termca,Terminalia,Terminalia catappa,0.554754,0.600332
0.694167,species,pantree,termob,Terminalia,Terminalia oblonga,0.554754,0.600332
0.554754,genus,pantree,term1,Terminalia,Terminalia sp.1,0.554754,0.600332
0.618091,genus,pantree,ternte,Ternstroemia,Ternstroemia tepezapote,0.618091,0.558
0.717333,species,pantree,tet2pa,Tetragastris,Tetragastris panamensis,0.701843,0.521651
0.62,genus,pantree,tet4jo,Tetrathylacium,Tetrathylacium johansenii,0.62,0.56611
0.62,species,pantree,tet4ma,Tetrathylacium,Tetrathylacium macrophyllum,0.62,0.56611
0.4545,genus,pantree,tet5eu,Tetrorchidium,Tetrorchidium euryphyllum,0.4545,0.509083
0.4545,genus,pantree,tet5go,Tetrorchidium,Tetrorchidium gorgonae,0.4545,0.509083
0.529714,genus,pantree,theobe,Theobroma,Theobroma bernoullii,0.529714,0.475382
0.529714,genus,pantree,theobi,Theobroma,Theobroma bicolor,0.529714,0.475382
0.42,species,pantree,theoca,Theobroma,Theobroma cacao,0.529714,0.475382
0.529714,genus,pantree,theoch,Theobroma,Theobroma simiarum,0.529714,0.475382
0.63,species,pantree,theosp,Theobroma,Theobroma speciosum,0.529714,0.475382
0.6055,genus,pantree,thevah,Thevetia,Thevetia ahouai,0.6055,0.566004
0.62,genus,pantree,tocopi,Tocoyena,Tocoyena pittieri,0.62,0.635113
0.678571,genus,pantree,tovolo,Tovomita,Tovomita longifolia,0.678571,0.655327
0.678571,genus,pantree,tovo1,Tovomita,Tovomita sp.1,0.678571,0.655327
0.678571,genus,pantree,tovost,Tovomita,Tovomita stylosa,0.678571,0.655327
0.678571,genus,pantree,tovowe,Tovomita,Tovomita weddelliana,0.678571,0.655327
0.424,species,pantree,tratas,Trattinnickia,Trattinnickia aspera,0.458895,0.521651
0.46,species,pantree,tratbu,Trattinnickia,Trattinnickia burserifolia,0.458895,0.521651
0.335088,genus,pantree,tremin,Trema,Trema integerrima,0.335088,0.536682
0.319417,species,pantree,tremmi,Trema,Trema micrantha,0.335088,0.536682
0.45,species,pantree,tri1gi,Trichanthera,Trichanthera gigantea,0.45,0.669737
0.606667,species,pantree,tri2hi,Trichilia,Trichilia hirta,0.637446,0.555811
0.47,species,pantree,tri2to,Trichilia,Trichilia martiana,0.637446,0.555811
0.698125,species,pantree,tri2pa,Trichilia,Trichilia pallida,0.637446,0.555811
0.675,species,pantree,tri2pl,Trichilia,Trichilia pleeana,0.637446,0.555811
0.637446,genus,pantree,tri2po,Trichilia,Trichilia poeppigii,0.637446,0.555811
0.54825,species,pantree,tri2qu,Trichilia,Trichilia quadrijuga,0.637446,0.555811
0.637446,genus,pantree,tri2se,Trichilia,Trichilia septentrionalis,0.637446,0.555811
0.637446,genus,pantree,tri21,Trichilia,Trichilia sp.1,0.637446,0.555811
0.637446,genus,pantree,tri22,Trichilia,Trichilia sp.2,0.637446,0.555811
0.637446,genus,pantree,tri2tr,Trichilia,Trichilia trifolia,0.637446,0.555811
0.6275,species,pantree,tri2tu,Trichilia,Trichilia tuberculata,0.637446,0.555811
0.27,species,pantree,tri4ga,Trichospermum,Trichospermum galeottii,0.3132,0.475382
0.52,species,pantree,tripcu,Triplaris,Triplaris cumingiana,0.514056,0.602922
0.475382,family,pantree,triubo,Triumfetta,Triumfetta bogotensis,NA,0.475382
0.47,species,pantree,olmeas,Trophis,Trophis caucana,0.602333,0.539787
0.65925,species,pantree,tropra,Trophis,Trophis racemosa,0.602333,0.539787
NA,NA,pantree,turnpa,Turnera,Turnera panamensis,NA,NA
0.354805,species,pantree,turpoc,Turpinia,Turpinia occidentalis,0.394083,0.396
NA,NA,pantree,lau12,Unidentified,Unidentified pubescente,NA,NA
NA,NA,pantree,ana1,Unidentified,Unidentified sp.1,NA,NA
NA,NA,pantree,ana1,Unidentified,Unidentified sp.1,NA,NA
NA,NA,pantree,ana1,Unidentified,Unidentified sp.1,NA,NA
NA,NA,pantree,ana1,Unidentified,Unidentified sp.1,NA,NA
NA,NA,pantree,ana1,Unidentified,Unidentified sp.1,NA,NA
NA,NA,pantree,lau11,Unidentified,Unidentified sp.11,NA,NA
NA,NA,pantree,lau11,Unidentified,Unidentified sp.11,NA,NA
NA,NA,pantree,lau13,Unidentified,Unidentified sp.13,NA,NA
NA,NA,pantree,lau14,Unidentified,Unidentified sp.14,NA,NA
NA,NA,pantree,lau15,Unidentified,Unidentified sp.15,NA,NA
NA,NA,pantree,lau16,Unidentified,Unidentified sp.16,NA,NA
NA,NA,pantree,ann2,Unidentified,Unidentified sp.2,NA,NA
NA,NA,pantree,ann2,Unidentified,Unidentified sp.2,NA,NA
NA,NA,pantree,ann2,Unidentified,Unidentified sp.2,NA,NA
NA,NA,pantree,ann2,Unidentified,Unidentified sp.2,NA,NA
NA,NA,pantree,lau4,Unidentified,Unidentified sp.4,NA,NA
NA,NA,pantree,lau4,Unidentified,Unidentified sp.4,NA,NA
NA,NA,pantree,lau5,Unidentified,Unidentified sp.5,NA,NA
NA,NA,pantree,lau5,Unidentified,Unidentified sp.5,NA,NA
NA,NA,pantree,rub6,Unidentified,Unidentified sp.6,NA,NA
NA,NA,pantree,rub7,Unidentified,Unidentified sp.7,NA,NA
NA,NA,pantree,lau8,Unidentified,Unidentified sp.8,NA,NA
NA,NA,pantree,lau8,Unidentified,Unidentified sp.8,NA,NA
0.54,genus,pantree,unon3,Unonopsis,Unonopsis peludo,0.54,0.564953
0.54,genus,pantree,unonpa,Unonopsis,Unonopsis panamensis,0.54,0.564953
0.368,species,pantree,unonpi,Unonopsis,Unonopsis pittieri,0.54,0.564953
0.54,genus,pantree,unon1,Unonopsis,Unonopsis sp.1,0.54,0.564953
0.54,genus,pantree,unonst,Unonopsis,Unonopsis storkii,0.54,0.564953
0.54,genus,pantree,unonth,Unonopsis,Unonopsis theobromifolia,0.54,0.564953
0.275078,species,pantree,urerba,Urera,Urera baccifera,0.331193,0.343615
0.331193,genus,pantree,urerca,Urera,Urera caracasana,0.331193,0.343615
0.331193,genus,pantree,urerla,Urera,Urera laciniata,0.331193,0.343615
0.835,genus,pantree,vantde,Vantanea,Vantanea depleta,0.835,0.771515
0.22625,family,pantree,carica,Vasconcellea,Vasconcellea cauliflora,NA,0.22625
0.6743,genus,pantree,vataer,Vatairea,Vatairea erythrocarpa,0.6743,0.678168
0.630596,family,pantree,verbgi,Verbesina,Verbesina gigantea,NA,0.630596
0.630596,family,pantree,verbla,Verbesina,Verbesina lanata,NA,0.630596
0.54,species,pantree,vernpa,Vernonanthura,Vernonanthura patens,0.54,0.630596
0.523333,species,pantree,viroel,Virola,Virola elongata,0.473016,0.505312
0.473016,genus,pantree,virogu,Virola,Virola guatemalensis,0.473016,0.505312
0.40775,species,pantree,viroko,Virola,Virola koschnyi,0.473016,0.505312
0.473016,genus,pantree,viroma,Virola,Virola macrocarpa,0.473016,0.505312
0.473016,genus,pantree,virome,Virola,Virola megacarpa,0.473016,0.505312
0.458,species,pantree,virosp,Virola,Virola multiflora,0.473016,0.505312
0.445375,species,pantree,virose,Virola,Virola sebifera,0.473016,0.505312
0.473016,genus,pantree,viro1,Virola,Virola sp.1,0.473016,0.505312
0.473016,genus,pantree,viro2,Virola,Virola sp.2,0.473016,0.505312
0.417909,species,pantree,virosu,Virola,Virola surinamensis,0.473016,0.505312
0.43,species,pantree,vismba,Vismia,Vismia baccifera,0.490875,0.655327
0.490875,genus,pantree,vismbi,Vismia,Vismia billbergiana,0.490875,0.655327
0.490875,genus,pantree,vismje,Vismia,Vismia jefensis,0.490875,0.655327
0.4935,species,pantree,vismma,Vismia,Vismia macrophylla,0.490875,0.655327
0.550393,genus,pantree,viteco,Vitex,Vitex cooperi,0.550393,0.538969
0.5625,species,pantree,vitecy,Vitex,Vitex cymosa,0.550393,0.538969
0.410167,species,pantree,vochfe,Vochysia,Vochysia ferruginea,0.466377,0.551652
0.353,species,pantree,vochho,Vochysia,Vochysia guatemalensis,0.466377,0.551652
0.466377,genus,pantree,vochje,Vochysia,Vochysia jefensis,0.466377,0.551652
0.466377,genus,pantree,voch1,Vochysia,Vochysia sp.1,0.466377,0.551652
0.475382,family,pantree,waltgl,Waltheria,Waltheria glomerata,NA,0.475382
0.5565,species,pantree,warsco,Warszewiczia,Warszewiczia coccinea,0.564333,0.635113
0.4,species,pantree,welfre,Welfia,Welfia regia,0.4,0.568511
0.568511,family,pantree,wetthi,Wettinia,Wettinia quinaria,NA,0.568511
0.516194,family,pantree,withso,Witheringia,Witheringia solanacea,NA,0.516194
0.825,species,pantree,ximeam,Ximenia,Ximenia americana,0.825,0.757515
0.56125,species,pantree,xyl1ar,Xylopia,Xylopia aromatica,0.593959,0.564953
0.593959,genus,pantree,xyl1bo,Xylopia,Xylopia bocatorena,0.593959,0.564953
0.593333,species,pantree,xyl1fr,Xylopia,Xylopia frutescens,0.593959,0.564953
0.874,species,pantree,xyl1ma,Xylopia,Xylopia macrantha,0.593959,0.564953
0.593959,genus,pantree,xyl1se,Xylopia,Xylopia sericea,0.593959,0.564953
0.719491,genus,pantree,xyl2ch,Xylosma,Xylosma chlorantha,0.719491,0.56611
0.719491,genus,pantree,xyl2ol,Xylosma,Xylosma oligandra,0.719491,0.56611
0.719491,genus,pantree,xyl2pa,Xylosma,Xylosma panamensis,0.719491,0.56611
0.608812,genus,pantree,zantpr,Zanthoxylum,Zanthoxylum acuminatum,0.608812,0.639063
0.608812,genus,pantree,zantbe,Zanthoxylum,Zanthoxylum ekmanii,0.608812,0.639063
0.49,species,pantree,zantp1,Zanthoxylum,Zanthoxylum panamense,0.608812,0.639063
0.469,species,pantree,zantse,Zanthoxylum,Zanthoxylum setulosum,0.608812,0.639063
0.774588,genus,pantree,zizici,Ziziphus,Ziziphus chloroxylon,0.774588,0.693636
0.618333,species,pantree,zizima,Ziziphus,Ziziphus mauritiana,0.774588,0.693636
0.602,species,pantree,zuelgu,Zuelania,Zuelania guidonia,0.602,0.56611
0.809857,genus,pantree,pit1di,Zygia,Zygia dinizii,0.809857,0.678168
0.809857,genus,pantree,zygien,Zygia,Zygia englesingii,0.809857,0.678168
0.75,species,pantree,zygila,Zygia,Zygia latifolia,0.809857,0.678168
0.809857,genus,pantree,zygilo,Zygia,Zygia longifolia,0.809857,0.678168
0.809857,genus,pantree,zygi1,Zygia,Zygia sp.1,0.809857,0.678168
0.809857,genus,pantree,zygi2,Zygia,Zygia sp.2,0.809857,0.678168
